date,open,high,low.close,volume,unadjClose,flag
19831021,166.97,167.23,164.98,165.95,9164,165.95,1.0
19831024,165.85,165.99,163.85,165.99,8542,165.99,1.0
19831025,166.0,167.15,166.0,166.47,8253,166.47,1.0
19831026,166.49,166.65,165.36,165.38,7957,165.38,1.0
19831027,165.31,165.38,164.41,164.84,7957,164.84,1.0
19831028,164.89,165.19,163.23,163.37,8118,163.37,1.0
19831031,163.37,164.58,162.86,163.55,7946,163.55,1.0
19831101,163.55,163.66,162.37,163.66,8446,163.66,1.0
19831102,165.21,165.21,163.55,164.84,9521,164.84,1.0
19831103,164.84,164.85,163.42,163.45,8535,163.45,1.0
19831104,162.68,163.45,162.22,162.44,7208,162.44,1.0
19831107,162.42,162.56,161.84,161.91,6940,161.91,1.0
19831108,161.91,162.15,161.63,161.76,6490,161.76,1.0
19831109,161.74,163.97,161.74,163.97,8310,163.97,1.0
19831110,163.99,164.71,163.97,164.41,8873,164.41,1.0
19831111,164.41,166.3,164.34,166.29,7427,166.29,1.0
19831114,166.29,167.58,166.27,166.58,8688,166.58,1.0
19831115,166.58,166.59,165.28,165.36,7784,165.36,1.0
19831116,165.36,166.41,165.34,166.08,8338,166.08,1.0
19831117,166.08,166.49,165.51,166.13,8074,166.13,1.0
19831118,166.08,166.13,164.5,165.09,8828,165.09,1.0
19831121,165.04,166.05,165.0,166.05,9774,166.05,1.0
19831122,166.05,167.26,166.05,166.84,11755,166.84,1.0
19831123,166.88,167.21,166.26,166.96,10808,166.96,1.0
19831125,167.02,167.2,166.73,167.18,5782,167.18,1.0
19831128,167.2,167.22,166.21,166.54,7821,166.54,1.0
19831129,166.54,167.92,166.17,167.91,10046,167.91,1.0
19831130,167.91,168.07,166.33,166.4,12013,166.4,1.0
19831201,166.37,166.77,166.08,166.49,10697,166.49,1.0
19831202,166.49,166.7,165.25,165.44,9396,165.44,1.0
19831205,165.44,165.79,164.71,165.76,8833,165.76,1.0
19831206,165.77,165.93,165.34,165.47,8969,165.47,1.0
19831207,165.47,166.34,165.35,165.91,10567,165.91,1.0
19831208,165.91,166.01,164.86,165.2,9653,165.2,1.0
19831209,165.2,165.29,164.5,165.08,9828,165.08,1.0
19831212,165.13,165.62,164.99,165.62,7734,165.62,1.0
19831213,165.62,165.63,164.85,164.93,9350,164.93,1.0
19831214,164.93,164.93,163.25,163.33,8543,163.33,1.0
19831215,163.33,163.33,161.66,161.66,8830,161.66,1.0
19831216,161.69,162.39,161.58,162.39,8103,162.39,1.0
19831219,162.34,162.88,162.27,162.32,7518,162.32,1.0
19831220,162.33,162.8,161.64,162.0,8374,162.0,1.0
19831221,162.0,163.57,161.99,163.56,10808,163.56,1.0
19831222,163.56,164.18,163.17,163.53,10626,163.53,1.0
19831223,163.27,163.31,162.9,163.22,6271,163.22,1.0
19831227,163.22,164.76,163.22,164.76,6380,164.76,1.0
19831228,164.69,165.34,164.3,165.34,8566,165.34,1.0
19831229,165.33,165.84,164.83,164.86,8656,164.86,1.0
19831230,164.86,165.05,164.58,164.93,7184,164.93,1.0
19840103,164.93,164.93,163.98,164.04,7134,164.04,1.0
19840104,164.09,166.78,164.04,166.78,11298,166.78,1.0
19840105,166.78,169.1,166.78,168.81,15999,168.81,1.0
19840106,168.81,169.31,168.49,169.28,13759,169.28,1.0
19840109,169.18,169.46,168.48,168.9,10710,168.9,1.0
19840110,168.9,169.54,167.87,167.95,10957,167.95,1.0
19840111,167.95,168.07,167.27,167.8,9866,167.8,1.0
19840112,167.79,168.4,167.68,167.75,9941,167.75,1.0
19840113,167.75,168.59,166.64,167.02,10179,167.02,1.0
19840116,167.02,167.55,166.77,167.18,9379,167.18,1.0
19840117,167.18,167.84,167.01,167.83,9275,167.83,1.0
19840118,167.83,168.34,167.02,167.55,10901,167.55,1.0
19840119,167.55,167.65,166.67,167.04,9834,167.04,1.0
19840120,167.04,167.06,165.87,166.21,9336,166.21,1.0
19840123,166.21,166.21,164.83,164.87,8201,164.87,1.0
19840124,164.87,166.35,164.84,165.94,10305,165.94,1.0
19840125,165.94,167.12,164.74,164.84,11347,164.84,1.0
19840126,164.84,165.55,164.12,164.24,11110,164.24,1.0
19840127,164.24,164.33,163.07,163.94,10372,163.94,1.0
19840130,164.4,164.67,162.4,162.87,10312,162.87,1.0
19840131,162.87,163.6,162.03,163.41,11351,163.41,1.0
19840201,163.41,164.0,162.27,162.74,10710,162.74,1.0
19840202,162.74,163.36,162.24,163.36,11133,163.36,1.0
19840203,163.44,163.98,160.82,160.91,10910,160.91,1.0
19840206,160.91,160.91,158.02,158.08,10909,158.08,1.0
19840207,157.91,158.81,157.01,158.74,10764,158.74,1.0
19840208,158.74,159.07,155.67,155.85,9689,155.85,1.0
19840209,155.85,156.17,154.3,155.42,12819,155.42,1.0
19840210,155.42,156.52,155.42,156.3,9222,156.3,1.0
19840213,156.3,156.32,154.13,154.95,7846,154.95,1.0
19840214,154.95,156.61,154.95,156.61,9180,156.61,1.0
19840215,156.61,157.48,156.1,156.25,9487,156.25,1.0
19840216,155.94,156.44,155.44,156.13,8175,156.13,1.0
19840217,156.13,156.8,155.51,155.74,7660,155.74,1.0
19840221,155.71,155.74,154.47,154.64,7189,154.64,1.0
19840222,154.52,155.1,153.94,154.31,9008,154.31,1.0
19840223,154.02,154.45,152.13,154.29,10022,154.29,1.0
19840224,154.31,157.51,154.29,157.51,10262,157.51,1.0
19840227,157.51,159.58,157.08,159.3,9914,159.3,1.0
19840228,159.3,159.3,156.59,156.82,9101,156.82,1.0
19840229,156.82,158.27,156.41,157.06,9281,157.06,1.0
19840301,157.06,158.19,156.77,158.19,8201,158.19,1.0
19840302,158.19,159.9,158.19,159.24,10827,159.24,1.0
19840305,159.24,159.24,157.59,157.89,6987,157.89,1.0
19840306,157.89,158.37,156.21,156.25,8359,156.25,1.0
19840307,156.25,156.25,153.81,154.57,9008,154.57,1.0
19840308,154.57,155.8,154.35,155.19,8063,155.19,1.0
19840309,155.12,155.19,153.77,154.35,7317,154.35,1.0
19840312,154.35,156.35,154.35,156.34,8447,156.34,1.0
19840313,156.34,157.93,156.34,156.78,10260,156.78,1.0
19840314,156.78,157.17,156.22,156.77,7725,156.77,1.0
19840315,156.78,158.05,156.73,157.41,7952,157.41,1.0
19840316,157.41,160.45,157.41,159.27,11800,159.27,1.0
19840319,159.27,159.27,157.28,157.78,6406,157.78,1.0
19840320,157.78,159.17,157.78,158.86,8646,158.86,1.0
19840321,158.86,159.26,158.59,158.66,8717,158.66,1.0
19840322,158.66,158.67,156.61,156.69,8734,156.69,1.0
19840323,156.69,156.92,156.02,156.86,7976,156.86,1.0
19840326,156.86,157.18,156.31,156.67,6907,156.67,1.0
19840327,156.67,157.3,156.61,157.3,7367,157.3,1.0
19840328,157.3,159.9,157.3,159.88,10487,159.88,1.0
19840329,159.88,160.46,159.52,159.52,8147,159.52,1.0
19840330,159.52,159.52,158.92,159.18,7159,159.18,1.0
19840402,159.18,159.87,157.63,157.98,8568,157.98,1.0
19840403,157.99,158.27,157.17,157.66,8798,157.66,1.0
19840404,157.66,158.11,157.29,157.54,9286,157.54,1.0
19840405,157.54,158.1,154.96,155.04,10175,155.04,1.0
19840406,155.04,155.48,154.12,155.48,8662,155.48,1.0
19840409,155.48,155.86,154.71,155.45,7157,155.45,1.0
19840410,155.45,156.57,155.45,155.87,7899,155.87,1.0
19840411,155.93,156.31,154.9,155.0,8028,155.0,1.0
19840412,155.0,157.74,154.17,157.73,9633,157.73,1.0
19840413,157.73,158.87,157.13,157.31,9962,157.31,1.0
19840416,157.31,158.35,156.49,158.32,7387,158.32,1.0
19840417,158.32,159.59,158.32,158.97,9815,158.97,1.0
19840418,158.97,158.97,157.64,157.9,8504,157.9,1.0
19840419,157.9,158.02,157.1,158.02,7586,158.02,1.0
19840423,158.02,158.05,156.79,156.8,7308,156.8,1.0
19840424,156.8,158.38,156.61,158.07,8706,158.07,1.0
19840425,158.07,158.77,157.8,158.65,8352,158.65,1.0
19840426,158.65,160.5,158.65,160.3,9800,160.3,1.0
19840427,160.3,160.69,159.77,159.89,8853,159.89,1.0
19840430,159.89,160.43,159.3,160.05,7274,160.05,1.0
19840501,160.05,161.69,160.05,161.68,11055,161.68,1.0
19840502,161.68,162.11,161.41,161.9,10708,161.9,1.0
19840503,161.9,161.9,160.95,161.2,9191,161.2,1.0
19840504,161.2,161.2,158.93,159.11,9858,159.11,1.0
19840507,159.11,159.48,158.63,159.47,7276,159.47,1.0
19840508,159.47,160.52,159.14,160.52,8161,160.52,1.0
19840509,160.52,161.31,159.39,160.11,10059,160.11,1.0
19840510,160.11,160.45,159.61,160.0,10181,160.0,1.0
19840511,160.0,160.0,157.42,158.49,8278,158.49,1.0
19840514,158.49,158.49,157.2,157.5,6490,157.5,1.0
19840515,157.5,158.27,157.29,158.0,8825,158.0,1.0
19840516,158.0,158.41,157.83,157.99,8921,157.99,1.0
19840517,157.99,157.99,156.15,156.57,9031,156.57,1.0
19840518,156.57,156.77,155.24,155.78,8127,155.78,1.0
19840521,155.78,156.11,154.63,154.73,7338,154.73,1.0
19840522,154.73,154.73,152.99,153.88,8803,153.88,1.0
19840523,153.88,154.02,153.1,153.15,8269,153.15,1.0
19840524,153.15,153.15,150.8,151.23,9904,151.23,1.0
19840525,151.23,152.02,150.85,151.62,7819,151.62,1.0
19840529,151.62,151.86,149.95,150.29,6906,150.29,1.0
19840530,150.29,151.43,148.68,150.35,10566,150.35,1.0
19840531,150.35,150.69,149.76,150.55,8189,150.55,1.0
19840601,150.55,153.24,150.55,153.24,9604,153.24,1.0
19840604,153.24,155.1,153.24,154.34,9674,154.34,1.0
19840605,154.34,154.34,153.28,153.65,8484,153.65,1.0
19840606,153.65,155.03,153.38,155.01,8344,155.01,1.0
19840607,155.01,155.11,154.36,154.92,8212,154.92,1.0
19840608,154.92,155.4,154.57,155.17,6784,155.17,1.0
19840611,155.17,155.17,153.0,153.06,6905,153.06,1.0
19840612,153.06,153.07,151.61,152.19,8466,152.19,1.0
19840613,152.19,152.85,151.86,152.13,6751,152.13,1.0
19840614,152.12,152.14,150.31,150.39,7912,150.39,1.0
19840615,150.49,150.71,149.02,149.03,8546,149.03,1.0
19840618,149.03,151.92,148.53,151.73,9490,151.73,1.0
19840619,151.73,153.0,151.73,152.61,9800,152.61,1.0
19840620,151.89,154.84,150.96,154.84,9909,154.84,1.0
19840621,154.84,155.64,154.05,154.51,12338,154.51,1.0
19840622,154.51,154.92,153.89,154.46,9840,154.46,1.0
19840625,154.46,154.67,153.86,153.97,7285,153.97,1.0
19840626,153.97,153.97,152.47,152.71,8260,152.71,1.0
19840627,152.71,152.88,151.3,151.64,7840,151.64,1.0
19840628,151.64,153.07,151.62,152.84,7766,152.84,1.0
19840629,152.84,154.08,152.82,153.18,9077,153.18,1.0
19840702,153.16,153.22,152.44,153.2,6923,153.2,1.0
19840703,153.2,153.86,153.1,153.7,6996,153.7,1.0
19840705,153.7,153.87,152.71,152.76,6610,152.76,1.0
19840706,152.76,152.76,151.63,152.24,6585,152.24,1.0
19840709,152.24,153.53,151.44,153.36,7483,153.36,1.0
19840710,153.36,153.53,152.57,152.89,7401,152.89,1.0
19840711,152.89,152.89,150.55,150.56,8954,150.56,1.0
19840712,150.56,151.06,149.63,150.03,8605,150.03,1.0
19840713,150.03,151.16,150.03,150.88,7548,150.88,1.0
19840716,150.88,151.6,150.01,151.6,7342,151.6,1.0
19840717,151.6,152.6,151.26,152.38,8289,152.38,1.0
19840718,152.38,152.38,151.11,151.4,7664,151.4,1.0
19840719,151.4,151.4,150.27,150.37,8523,150.37,1.0
19840720,150.37,150.58,149.07,149.55,7909,149.55,1.0
19840723,149.55,149.55,147.85,148.95,7799,148.95,1.0
19840724,148.95,149.28,147.78,147.82,7437,147.82,1.0
19840725,147.82,149.3,147.26,148.83,9052,148.83,1.0
19840726,148.83,150.16,148.83,150.08,9041,150.08,1.0
19840727,150.08,151.38,149.99,151.19,10135,151.19,1.0
19840730,151.19,151.19,150.14,150.19,7233,150.19,1.0
19840731,150.19,150.77,149.65,150.66,8691,150.66,1.0
19840801,150.66,154.08,150.66,154.08,12750,154.08,1.0
19840802,154.08,157.99,154.08,157.99,17280,157.99,1.0
19840803,160.28,162.56,158.0,162.35,23650,162.35,1.0
19840806,162.35,165.27,162.09,162.6,20300,162.6,1.0
19840807,162.6,163.58,160.81,162.72,12790,162.72,1.0
19840808,162.71,163.87,161.75,161.75,12120,161.75,1.0
19840809,161.75,165.88,161.47,165.54,13110,165.54,1.0
19840810,165.54,168.59,165.24,165.42,17100,165.42,1.0
19840813,164.84,165.49,163.98,165.43,7796,165.43,1.0
19840814,165.43,166.09,164.28,164.42,8147,164.42,1.0
19840815,164.42,164.42,162.75,162.8,9188,162.8,1.0
19840816,162.8,164.42,162.75,163.77,9361,163.77,1.0
19840817,164.3,164.61,163.78,164.14,7150,164.14,1.0
19840820,164.14,164.94,163.76,164.94,7545,164.94,1.0
19840821,164.94,168.22,164.93,167.83,12810,167.83,1.0
19840822,167.83,168.8,166.92,167.06,11600,167.06,1.0
19840823,167.06,167.78,166.61,167.12,8313,167.12,1.0
19840824,167.12,167.52,167.12,167.51,6964,167.51,1.0
19840827,167.51,167.51,165.81,166.44,5766,166.44,1.0
19840828,166.44,167.43,166.21,167.4,7056,167.4,1.0
19840829,167.4,168.21,167.03,167.09,9066,167.09,1.0
19840830,167.1,167.19,166.55,166.6,7084,166.6,1.0
19840831,166.6,166.68,165.78,166.68,5746,166.68,1.0
19840904,166.68,166.68,164.73,164.88,6211,164.88,1.0
19840905,164.88,164.88,163.84,164.29,6925,164.29,1.0
19840906,164.29,165.95,164.29,165.65,9192,165.65,1.0
19840907,165.65,166.31,164.22,164.37,8411,164.37,1.0
19840910,164.37,165.05,163.06,164.26,7441,164.26,1.0
19840911,165.22,166.17,164.28,164.45,10130,164.45,1.0
19840912,164.45,164.81,164.14,164.68,7798,164.68,1.0
19840913,164.68,167.94,164.68,167.94,11050,167.94,1.0
19840914,167.94,169.65,167.94,168.78,13740,168.78,1.0
19840917,168.78,169.37,167.99,168.87,8879,168.87,1.0
19840918,168.87,168.87,167.64,167.65,10770,167.65,1.0
19840919,167.65,168.76,166.89,166.94,11990,166.94,1.0
19840920,166.94,167.47,166.7,167.47,9203,167.47,1.0
19840921,167.47,168.67,165.66,165.67,12060,165.67,1.0
19840924,165.67,166.12,164.98,165.28,7638,165.28,1.0
19840925,165.28,165.97,164.45,165.62,8625,165.62,1.0
19840926,165.62,167.2,165.61,166.28,10020,166.28,1.0
19840927,166.75,167.18,166.33,166.96,8888,166.96,1.0
19840928,166.96,166.96,165.77,166.1,7895,166.1,1.0
19841001,166.1,166.1,164.48,164.62,7363,164.62,1.0
19841002,164.62,165.24,163.55,163.59,8936,163.59,1.0
19841003,163.59,163.59,162.2,162.44,9240,162.44,1.0
19841004,162.44,163.22,162.44,162.92,7670,162.92,1.0
19841005,162.92,163.32,162.51,162.68,8295,162.68,1.0
19841008,162.68,162.68,161.8,162.13,4636,162.13,1.0
19841009,162.13,162.84,161.62,161.67,7684,161.67,1.0
19841010,161.67,162.12,160.02,162.11,9427,162.11,1.0
19841011,162.11,162.87,162.0,162.78,8702,162.78,1.0
19841012,162.78,164.47,162.78,164.18,9219,164.18,1.0
19841015,164.18,166.15,164.09,165.77,8759,165.77,1.0
19841016,165.78,165.78,164.66,164.78,8293,164.78,1.0
19841017,164.78,165.04,163.71,164.14,9974,164.14,1.0
19841018,164.14,168.1,163.8,168.1,14950,168.1,1.0
19841019,168.08,169.62,167.31,167.96,18690,167.96,1.0
19841022,167.96,168.36,167.26,167.36,8102,167.36,1.0
19841023,167.36,168.27,166.83,167.09,9226,167.09,1.0
19841024,167.09,167.54,166.82,167.2,9162,167.2,1.0
19841025,167.2,167.62,166.17,166.31,9276,166.31,1.0
19841026,166.31,166.31,164.93,165.29,8390,165.29,1.0
19841029,165.29,165.29,164.67,164.78,6320,164.78,1.0
19841030,164.78,167.33,164.78,166.84,9520,166.84,1.0
19841031,166.74,166.95,165.99,166.09,9189,166.09,1.0
19841101,166.09,167.83,166.09,167.49,10730,167.49,1.0
19841102,167.49,167.95,167.24,167.42,9681,167.42,1.0
19841105,167.42,168.65,167.33,168.58,8473,168.58,1.0
19841106,168.58,170.41,168.58,170.41,10120,170.41,1.0
19841107,170.41,170.41,168.44,169.17,11080,169.17,1.0
19841108,169.19,169.27,168.27,168.68,8858,168.68,1.0
19841109,168.68,169.46,167.44,167.6,8362,167.6,1.0
19841112,167.65,167.65,166.67,167.36,5561,167.36,1.0
19841113,167.36,167.38,165.79,165.97,6979,165.97,1.0
19841114,165.97,166.43,165.39,165.99,7394,165.99,1.0
19841115,165.99,166.49,165.61,165.89,8153,165.89,1.0
19841116,165.89,166.24,164.09,164.1,8314,164.1,1.0
19841119,164.1,164.34,163.03,163.09,6973,163.09,1.0
19841120,163.1,164.47,163.1,164.18,8324,164.18,1.0
19841121,164.18,164.68,163.29,164.51,8162,164.51,1.0
19841123,164.52,166.92,164.52,166.92,7391,166.92,1.0
19841126,166.92,166.92,165.37,165.55,7652,165.55,1.0
19841127,165.55,166.85,165.07,166.29,9547,166.29,1.0
19841128,166.29,166.9,164.97,165.02,8630,165.02,1.0
19841129,165.02,165.02,163.78,163.91,7586,163.91,1.0
19841130,163.91,163.91,162.99,163.58,7758,163.58,1.0
19841203,163.58,163.58,162.29,162.82,9530,162.82,1.0
19841204,162.82,163.91,162.82,163.38,8125,163.38,1.0
19841205,163.38,163.4,161.93,162.1,8870,162.1,1.0
19841206,162.1,163.11,161.76,162.76,9656,162.76,1.0
19841207,162.76,163.31,162.26,162.26,8100,162.26,1.0
19841210,162.26,163.32,161.54,162.83,8114,162.83,1.0
19841211,162.83,163.18,162.56,163.07,8024,163.07,1.0
19841212,163.07,163.18,162.55,162.63,7871,162.63,1.0
19841213,162.63,162.92,161.54,161.81,8085,161.81,1.0
19841214,161.81,163.53,161.63,162.69,9506,162.69,1.0
19841217,162.69,163.63,162.44,163.61,8949,163.61,1.0
19841218,163.61,168.11,163.61,168.11,16900,168.11,1.0
19841219,168.11,169.03,166.84,167.16,13960,167.16,1.0
19841220,167.16,167.58,166.29,166.38,9322,166.38,1.0
19841221,166.34,166.38,164.62,165.51,10120,165.51,1.0
19841224,165.51,166.93,165.5,166.76,5555,166.76,1.0
19841226,166.76,166.76,166.29,166.47,4670,166.47,1.0
19841227,166.47,166.5,165.62,165.75,7010,165.75,1.0
19841228,165.75,166.32,165.67,166.26,7707,166.26,1.0
19841231,166.26,167.34,166.06,167.24,8026,167.24,1.0
19850102,167.2,167.2,165.19,165.37,6782,165.37,1.0
19850103,165.37,166.11,164.38,164.57,8888,164.57,1.0
19850104,164.55,164.55,163.36,163.68,7748,163.68,1.0
19850107,163.68,164.71,163.68,164.24,8619,164.24,1.0
19850108,164.24,164.59,163.91,163.99,9211,163.99,1.0
19850109,163.99,165.57,163.99,165.18,9923,165.18,1.0
19850110,165.18,168.31,164.99,168.31,12470,168.31,1.0
19850111,168.31,168.72,167.58,167.91,10760,167.91,1.0
19850114,167.91,170.55,167.58,170.51,12490,170.51,1.0
19850115,170.51,171.82,170.4,170.81,15530,170.81,1.0
19850116,170.81,171.94,170.41,171.19,13550,171.19,1.0
19850117,171.19,171.34,170.22,170.73,11360,170.73,1.0
19850118,170.73,171.42,170.66,171.32,10470,171.32,1.0
19850121,171.32,175.45,171.31,175.23,14680,175.23,1.0
19850122,175.23,176.63,175.14,175.48,17480,175.48,1.0
19850123,175.48,177.3,175.15,177.3,14440,177.3,1.0
19850124,177.3,178.16,176.56,176.71,16070,176.71,1.0
19850125,176.71,177.75,176.54,177.35,12240,177.35,1.0
19850128,177.35,178.19,176.56,177.4,12840,177.4,1.0
19850129,177.4,179.19,176.58,179.18,11570,179.18,1.0
19850130,179.18,180.27,179.05,179.39,17000,179.39,1.0
19850131,179.39,179.83,178.56,179.63,13250,179.63,1.0
19850201,179.63,179.63,178.44,178.63,10540,178.63,1.0
19850204,178.63,180.35,177.75,180.35,11370,180.35,1.0
19850205,180.35,181.53,180.07,180.61,14390,180.61,1.0
19850206,180.61,181.5,180.32,180.43,14100,180.43,1.0
19850207,180.43,181.96,180.43,181.82,15170,181.82,1.0
19850208,181.82,182.39,181.67,182.19,11650,182.19,1.0
19850211,182.19,182.19,180.11,180.51,10400,180.51,1.0
19850212,180.51,180.75,179.45,180.56,11110,180.56,1.0
19850213,180.56,183.86,180.5,183.35,14250,183.35,1.0
19850214,183.35,183.95,182.39,182.41,13970,182.41,1.0
19850215,182.41,182.65,181.23,181.6,10650,181.6,1.0
19850219,181.6,181.61,180.95,181.33,9040,181.33,1.0
19850220,181.33,182.1,180.64,181.18,11820,181.18,1.0
19850221,181.18,181.18,180.02,180.19,10400,180.19,1.0
19850222,180.19,180.41,179.23,179.36,9368,179.36,1.0
19850225,179.36,179.36,178.13,179.23,8974,179.23,1.0
19850226,179.23,181.58,179.16,181.17,11420,181.17,1.0
19850227,181.17,181.87,180.5,180.71,10770,180.71,1.0
19850228,180.71,181.21,180.33,181.18,10070,181.18,1.0
19850301,181.18,183.89,181.16,183.23,13990,183.23,1.0
19850304,183.23,183.41,181.4,182.06,10210,182.06,1.0
19850305,182.06,182.65,181.42,182.23,11640,182.23,1.0
19850306,182.23,182.25,180.59,180.65,11690,180.65,1.0
19850307,180.65,180.65,179.44,179.51,11210,179.51,1.0
19850308,179.51,179.97,179.07,179.1,9639,179.1,1.0
19850311,179.1,179.46,178.15,178.79,8411,178.79,1.0
19850312,178.79,180.14,178.7,179.66,9284,179.66,1.0
19850313,179.66,179.96,178.02,178.19,10170,178.19,1.0
19850314,178.19,178.53,177.61,177.84,10340,177.84,1.0
19850315,177.84,178.41,176.53,176.53,10520,176.53,1.0
19850318,176.53,177.66,176.53,176.88,9402,176.88,1.0
19850319,176.88,179.56,176.87,179.54,11920,179.54,1.0
19850320,179.54,179.78,178.79,179.08,10750,179.08,1.0
19850321,179.08,180.22,178.89,179.35,9593,179.35,1.0
19850322,179.35,179.92,178.86,179.04,9925,179.04,1.0
19850325,179.04,179.04,177.85,177.97,7404,177.97,1.0
19850326,177.97,178.86,177.88,178.43,8993,178.43,1.0
19850327,178.43,179.8,178.43,179.54,10100,179.54,1.0
19850328,179.54,180.6,179.43,179.54,9978,179.54,1.0
19850329,179.54,180.66,179.54,180.66,10140,180.66,1.0
19850401,180.66,181.27,180.43,181.27,8990,181.27,1.0
19850402,181.27,181.86,180.28,180.53,10170,180.53,1.0
19850403,180.53,180.53,178.64,179.11,9548,179.11,1.0
19850404,179.11,179.13,178.29,179.03,8691,179.03,1.0
19850408,179.03,179.46,177.86,178.03,7996,178.03,1.0
19850409,178.03,178.67,177.97,178.21,8398,178.21,1.0
19850410,178.21,179.9,178.21,179.42,10820,179.42,1.0
19850411,179.42,180.91,179.42,180.19,10840,180.19,1.0
19850412,180.19,180.55,180.06,180.54,8622,180.54,1.0
19850415,180.54,181.15,180.45,180.92,8066,180.92,1.0
19850416,180.92,181.78,180.19,181.2,9848,181.2,1.0
19850417,181.2,181.91,181.14,181.68,9602,181.68,1.0
19850418,181.68,182.56,180.75,180.84,10060,180.84,1.0
19850419,180.84,181.25,180.42,181.11,8111,181.11,1.0
19850422,181.11,181.23,180.25,180.7,7993,180.7,1.0
19850423,180.7,181.97,180.34,181.88,10890,181.88,1.0
19850424,181.88,182.27,181.74,182.26,9960,182.26,1.0
19850425,182.26,183.43,182.12,183.43,10860,183.43,1.0
19850426,183.43,183.61,182.11,182.18,8657,182.18,1.0
19850429,182.18,182.34,180.62,180.63,8886,180.63,1.0
19850430,180.63,180.63,178.86,179.83,11180,179.83,1.0
19850501,179.83,180.04,178.35,178.37,10160,178.37,1.0
19850502,178.37,179.01,178.37,179.01,10770,179.01,1.0
19850503,179.01,180.3,179.01,180.08,9487,180.08,1.0
19850506,180.08,180.56,179.82,179.99,8565,179.99,1.0
19850507,179.99,181.09,179.87,180.76,10020,180.76,1.0
19850508,180.76,180.76,179.96,180.62,10130,180.62,1.0
19850509,180.62,181.97,180.62,181.92,11100,181.92,1.0
19850510,181.92,184.74,181.92,184.28,14030,184.28,1.0
19850513,184.28,184.61,184.19,184.61,8583,184.61,1.0
19850514,184.61,185.17,183.65,183.87,9736,183.87,1.0
19850515,183.87,185.43,183.86,184.54,10610,184.54,1.0
19850516,184.54,185.74,184.54,185.66,9942,185.66,1.0
19850517,185.66,187.94,185.47,187.42,12460,187.42,1.0
19850520,187.42,189.98,187.42,189.72,14630,189.72,1.0
19850521,189.72,189.81,188.78,189.64,13020,189.64,1.0
19850522,189.64,189.64,187.71,188.56,10140,188.56,1.0
19850523,188.56,188.56,187.45,187.6,10100,187.6,1.0
19850524,187.6,188.29,187.29,188.29,8597,188.29,1.0
19850528,188.29,188.94,187.38,187.86,9060,187.86,1.0
19850529,187.86,187.86,187.11,187.68,9654,187.68,1.0
19850530,187.68,188.04,187.09,187.75,10830,187.75,1.0
19850531,187.75,189.59,187.45,189.55,13410,189.55,1.0
19850603,189.55,190.36,188.93,189.32,12500,189.32,1.0
19850604,189.32,190.27,188.88,190.04,11540,190.04,1.0
19850605,190.04,191.02,190.04,190.16,14390,190.16,1.0
19850606,189.75,191.06,189.13,191.06,11720,191.06,1.0
19850607,191.06,191.29,189.55,189.68,9963,189.68,1.0
19850610,189.68,189.68,188.82,189.51,8794,189.51,1.0
19850611,189.51,189.61,188.78,189.04,10210,189.04,1.0
19850612,189.04,189.04,187.59,187.61,9770,187.61,1.0
19850613,187.61,187.61,185.03,185.33,10700,185.33,1.0
19850614,185.33,187.1,185.33,187.1,9309,187.1,1.0
19850617,187.1,187.1,185.98,186.53,8217,186.53,1.0
19850618,186.53,187.65,186.51,187.34,10690,187.34,1.0
19850619,187.34,187.98,186.63,186.63,10830,186.63,1.0
19850620,186.63,186.74,185.97,186.73,8750,186.73,1.0
19850621,186.73,189.66,186.43,189.61,12540,189.61,1.0
19850624,188.77,189.61,187.84,189.15,9604,189.15,1.0
19850625,189.15,190.96,189.15,189.74,11570,189.74,1.0
19850626,189.74,190.26,189.44,190.06,9413,190.06,1.0
19850627,190.06,191.36,190.06,191.23,10670,191.23,1.0
19850628,191.23,191.85,191.04,191.85,10520,191.85,1.0
19850701,191.85,192.43,191.17,192.43,9608,192.43,1.0
19850702,192.43,192.63,191.84,192.01,11110,192.01,1.0
19850703,192.01,192.08,191.37,191.45,9841,191.45,1.0
19850705,191.45,192.67,191.45,192.52,6245,192.52,1.0
19850708,192.47,192.52,191.26,191.93,8367,191.93,1.0
19850709,191.93,191.93,190.81,191.05,9906,191.05,1.0
19850710,191.05,192.37,190.99,192.37,10820,192.37,1.0
19850711,192.37,192.95,192.28,192.94,12280,192.94,1.0
19850712,192.94,193.32,192.64,193.29,12030,193.29,1.0
19850715,193.29,193.84,192.55,192.72,10390,192.72,1.0
19850716,192.72,194.72,192.72,194.72,13250,194.72,1.0
19850717,194.86,196.07,194.72,195.65,15990,195.65,1.0
19850718,195.65,195.65,194.34,194.38,13140,194.38,1.0
19850719,194.38,195.13,194.28,195.13,11480,195.13,1.0
19850722,195.13,195.13,193.58,194.35,9354,194.35,1.0
19850723,194.35,194.98,192.28,192.55,14360,192.55,1.0
19850724,192.55,192.55,190.66,191.58,12860,191.58,1.0
19850725,191.58,192.23,191.17,192.06,12330,192.06,1.0
19850726,192.06,192.78,191.58,192.4,10700,192.4,1.0
19850729,192.4,192.42,189.53,189.6,9596,189.6,1.0
19850730,189.62,190.05,189.3,189.93,10230,189.93,1.0
19850731,189.93,191.33,189.93,190.92,12420,190.92,1.0
19850801,190.92,192.17,190.91,192.11,12150,192.11,1.0
