date,open,high,low.close,volume,unadjClose,flag
19960502,654.58,654.58,642.13,643.38,44296,643.38,1.0
19960503,643.38,648.45,640.23,641.63,43401,641.63,1.0
19960506,641.63,644.64,636.19,640.81,37582,640.81,1.0
19960507,640.81,641.4,636.96,638.26,41077,638.26,1.0
19960508,638.26,644.79,630.07,644.77,49546,644.77,1.0
19960509,644.77,647.95,643.18,645.44,40431,645.44,1.0
19960510,645.44,653.0,645.44,652.09,42837,652.09,1.0
19960513,652.09,662.16,652.09,661.51,39418,661.51,1.0
19960514,661.51,666.96,661.51,665.6,46044,665.6,1.0
19960515,665.6,669.82,664.46,665.42,44779,665.42,1.0
19960516,665.42,667.11,662.79,664.85,39207,664.85,1.0
19960517,664.85,669.84,664.85,668.91,42914,668.91,1.0
19960520,668.91,673.66,667.64,673.15,38500,673.15,1.0
19960521,673.15,675.56,672.26,672.76,40961,672.76,1.0
19960522,672.76,678.42,671.23,678.42,42367,678.42,1.0
19960523,678.42,681.1,673.45,676.0,43185,676.0,1.0
19960524,676.0,679.72,676.0,678.51,32915,678.51,1.0
19960528,678.51,679.98,671.52,672.23,34148,672.23,1.0
19960529,672.23,673.73,666.09,667.93,34673,667.93,1.0
19960530,667.93,673.51,664.56,671.7,38196,671.7,1.0
19960531,671.7,673.46,667.0,669.12,35175,669.12,1.0
19960603,669.12,669.12,665.19,667.68,31847,667.68,1.0
19960604,667.68,672.6,667.68,672.56,38604,672.56,1.0
19960605,672.56,678.45,672.09,678.44,38036,678.44,1.0
19960606,678.44,680.32,673.02,673.03,46694,673.03,1.0
19960607,673.03,673.31,662.48,673.31,44571,673.31,1.0
19960610,673.31,673.61,670.15,672.16,33748,672.16,1.0
19960611,672.16,676.72,669.94,670.97,40539,670.97,1.0
19960612,670.97,673.67,668.77,669.04,39719,669.04,1.0
19960613,669.04,670.54,665.49,667.92,39762,667.92,1.0
19960614,667.92,668.4,664.35,665.85,39063,665.85,1.0
19960617,665.85,668.27,664.09,665.16,29841,665.16,1.0
19960618,665.16,666.36,661.34,662.06,37329,662.06,1.0
19960619,662.06,665.62,661.21,661.96,38361,661.96,1.0
19960620,661.96,664.96,658.75,662.1,44106,662.1,1.0
19960621,662.1,666.84,662.1,666.84,52034,666.84,1.0
19960624,666.84,671.07,666.84,668.85,33384,668.85,1.0
19960625,668.85,670.65,667.29,668.48,39190,668.48,1.0
19960626,668.48,668.49,663.67,664.39,38652,664.39,1.0
19960627,664.39,668.9,661.56,668.55,40558,668.55,1.0
19960628,668.55,672.68,668.55,670.63,47046,670.63,1.0
19960701,670.63,675.88,670.63,675.88,34575,675.88,1.0
19960702,675.88,675.88,672.55,673.61,38800,673.61,1.0
19960703,673.61,673.64,670.21,672.4,33626,672.4,1.0
19960705,672.4,672.4,657.41,657.44,18147,657.44,1.0
19960708,657.44,657.65,651.13,652.54,36756,652.54,1.0
19960709,652.54,656.6,652.54,654.75,40017,654.75,1.0
19960710,654.75,656.27,648.39,656.06,42135,656.06,1.0
19960711,656.06,656.06,639.52,645.67,52047,645.67,1.0
19960712,645.67,647.64,640.21,646.19,39674,646.19,1.0
19960715,646.19,646.19,629.69,629.8,41902,629.8,1.0
19960716,629.8,631.99,605.88,628.37,68298,628.37,1.0
19960717,628.37,636.61,628.37,634.07,51383,634.07,1.0
19960718,634.07,644.44,633.29,643.56,47446,643.56,1.0
19960719,643.51,643.51,635.5,638.73,40807,638.73,1.0
19960722,638.73,638.73,630.38,633.77,32730,633.77,1.0
19960723,633.79,637.7,625.65,626.87,42190,626.87,1.0
19960724,626.19,629.1,616.43,626.65,46303,626.65,1.0
19960725,626.65,633.57,626.65,631.17,40539,631.17,1.0
19960726,631.17,636.23,631.17,635.9,34990,635.9,1.0
19960729,635.9,635.9,630.9,630.91,28156,630.91,1.0
19960730,630.91,635.26,629.22,635.26,34109,635.26,1.0
19960731,635.26,640.54,633.74,639.95,40356,639.95,1.0
19960801,639.95,650.66,639.49,650.02,43911,650.02,1.0
19960802,650.02,662.49,650.02,662.49,44208,662.49,1.0
19960805,662.49,663.64,659.03,660.23,30724,660.23,1.0
19960806,660.23,662.75,656.83,662.38,34729,662.38,1.0
19960807,662.38,664.61,660.0,664.16,39434,664.16,1.0
19960808,664.16,664.17,661.28,662.59,33457,662.59,1.0
19960809,662.59,665.37,660.31,662.1,32728,662.1,1.0
19960812,662.1,665.77,658.95,665.77,31217,665.77,1.0
19960813,665.77,665.77,659.13,660.2,36247,660.2,1.0
19960814,660.2,662.42,658.47,662.05,34346,662.05,1.0
19960815,662.05,664.18,660.64,662.28,32395,662.28,1.0
19960816,662.28,666.34,662.26,665.21,33765,665.21,1.0
19960819,665.21,667.12,665.0,666.58,29408,666.58,1.0
19960820,666.58,666.99,665.15,665.69,33496,665.69,1.0
19960821,665.69,665.69,662.16,665.07,34882,665.07,1.0
19960822,665.07,670.68,664.88,670.68,35495,670.68,1.0
19960823,670.68,670.68,664.93,667.03,30801,667.03,1.0
19960826,667.03,667.03,662.36,663.88,28143,663.88,1.0
19960827,663.88,666.4,663.5,666.4,31052,666.4,1.0
19960828,666.4,667.41,664.39,664.81,29644,664.81,1.0
19960829,664.81,664.81,655.35,657.4,32112,657.4,1.0
19960830,657.4,657.71,650.52,651.99,25838,651.99,1.0
19960903,651.99,655.13,643.97,654.72,34574,654.72,1.0
19960904,654.72,655.82,652.93,655.61,35129,655.61,1.0
19960905,655.61,655.61,648.89,649.44,36143,649.44,1.0
19960906,649.44,658.21,649.44,655.68,34871,655.68,1.0
19960909,655.68,663.77,655.68,663.76,31153,663.76,1.0
19960910,663.76,665.57,661.55,663.81,37296,663.81,1.0
19960911,663.81,667.73,661.79,667.28,37688,667.28,1.0
19960912,667.28,673.07,667.28,671.15,39882,671.15,1.0
19960913,671.15,681.39,671.15,680.54,48836,680.54,1.0
19960916,680.54,686.48,680.53,683.98,43008,683.98,1.0
19960917,683.98,685.8,679.96,682.94,44985,682.94,1.0
19960918,682.94,683.77,679.75,681.47,39660,681.47,1.0
19960919,681.47,684.07,679.06,683.0,39858,683.0,1.0
19960920,683.0,687.07,683.0,687.03,51942,687.03,1.0
19960923,687.03,687.03,681.01,686.48,29776,686.48,1.0
19960924,686.48,690.88,683.54,685.61,46015,685.61,1.0
19960925,685.61,688.26,684.92,685.83,45171,685.83,1.0
19960926,685.83,690.15,683.77,685.86,50087,685.86,1.0
19960927,685.86,687.11,683.73,686.19,41476,686.19,1.0
19960930,686.19,690.11,686.03,687.33,38857,687.33,1.0
19961001,687.31,689.54,684.44,689.08,42155,689.08,1.0
19961002,689.08,694.82,689.08,694.01,44013,694.01,1.0
19961003,694.01,694.81,691.78,692.78,38650,692.78,1.0
19961004,692.78,701.74,692.78,701.46,46394,701.46,1.0
19961007,701.46,704.17,701.39,703.34,38075,703.34,1.0
19961008,703.34,705.76,699.88,700.64,43507,700.64,1.0
19961009,700.64,702.36,694.42,696.74,40845,696.74,1.0
19961010,696.74,696.82,693.34,694.61,39495,694.61,1.0
19961011,694.61,700.67,694.61,700.66,39605,700.66,1.0
19961014,700.66,705.16,700.66,703.54,32200,703.54,1.0
19961015,703.54,708.07,699.07,702.57,45898,702.57,1.0
19961016,702.57,704.42,699.15,704.41,44141,704.41,1.0
19961017,705.0,708.52,704.76,706.99,47855,706.99,1.0
19961018,706.99,711.04,706.11,710.82,47302,710.82,1.0
19961021,710.82,714.1,707.71,709.85,41463,709.85,1.0
19961022,709.85,709.85,704.55,706.57,41079,706.57,1.0
19961023,706.57,707.31,700.98,707.27,44217,707.27,1.0
19961024,707.27,708.25,702.11,702.29,41897,702.29,1.0
19961025,702.29,704.11,700.53,700.92,36764,700.92,1.0
19961028,700.92,705.4,697.25,697.26,38362,697.26,1.0
19961029,697.26,703.25,696.22,701.5,44389,701.5,1.0
19961030,701.5,703.44,700.05,700.9,43777,700.9,1.0
19961031,700.9,706.61,700.35,705.27,48284,705.27,1.0
19961101,705.27,708.6,701.3,703.77,46551,703.77,1.0
19961104,703.77,707.02,702.84,706.73,39879,706.73,1.0
19961105,706.73,714.56,706.73,714.14,48666,714.14,1.0
19961106,714.14,724.6,712.83,724.59,50960,724.59,1.0
19961107,724.59,729.49,722.23,727.65,50253,727.65,1.0
19961108,727.65,730.82,725.22,730.82,40232,730.82,1.0
19961111,730.82,732.6,729.94,731.87,35396,731.87,1.0
19961112,731.87,733.04,728.2,729.56,47174,729.56,1.0
19961113,729.56,732.11,728.03,731.13,42984,731.13,1.0
19961114,731.13,735.99,729.2,735.88,48035,735.88,1.0
19961115,735.88,741.92,735.15,737.62,52910,737.62,1.0
19961118,737.62,739.24,734.39,737.02,38852,737.02,1.0
19961119,737.02,742.18,736.87,742.16,46198,742.16,1.0
19961120,742.16,746.99,740.4,743.95,49790,743.95,1.0
19961121,743.95,745.2,741.08,742.75,46443,742.75,1.0
19961122,742.75,748.73,742.75,748.73,52521,748.73,1.0
19961125,748.73,757.05,747.99,757.03,47526,757.03,1.0
19961126,757.03,762.12,752.83,755.96,52738,755.96,1.0
19961127,755.96,757.3,753.18,755.0,37778,755.0,1.0
19961129,755.0,758.27,755.0,757.02,1499,757.02,1.0
19961202,757.02,757.03,751.49,756.56,41252,756.56,1.0
19961203,756.56,761.75,747.58,748.28,51616,748.28,1.0
19961204,748.28,748.4,738.46,745.1,49824,745.1,1.0
19961205,745.1,747.65,742.61,744.38,48371,744.38,1.0
19961206,744.38,744.38,726.89,739.6,50086,739.6,1.0
19961209,739.6,749.76,739.6,749.76,38157,749.76,1.0
19961210,749.76,753.43,747.02,747.54,44612,747.54,1.0
19961211,747.54,747.54,732.75,740.73,49421,740.73,1.0
19961212,740.73,744.86,729.3,729.3,49292,729.3,1.0
19961213,729.33,731.4,721.97,728.64,45854,728.64,1.0
19961216,728.64,732.68,719.4,720.98,44756,720.98,1.0
19961217,720.98,727.67,716.69,726.04,51984,726.04,1.0
19961218,726.04,732.76,726.04,731.54,50049,731.54,1.0
19961219,731.54,746.06,731.54,745.76,52641,745.76,1.0
19961220,745.76,755.41,745.76,748.87,65434,748.87,1.0
19961223,748.87,750.4,743.28,746.92,34328,746.92,1.0
19961224,746.92,751.03,746.92,751.03,16514,751.03,1.0
19961226,751.03,757.07,751.02,755.82,25463,755.82,1.0
19961227,755.82,758.75,754.82,756.79,25381,756.79,1.0
19961230,756.79,759.2,752.73,753.85,33906,753.85,1.0
19961231,753.85,753.95,740.74,740.74,39976,740.74,1.0
19970102,740.74,742.81,729.55,737.01,46323,737.01,1.0
19970103,737.01,748.24,737.01,748.03,45297,748.03,1.0
19970106,748.03,753.31,743.82,747.65,53135,747.65,1.0
19970107,747.65,753.26,742.18,753.23,53822,753.23,1.0
19970108,753.23,755.72,747.71,748.41,55751,748.41,1.0
19970109,748.41,757.68,748.41,754.85,55537,754.85,1.0
19970110,754.85,759.65,746.92,759.5,54585,759.5,1.0
19970113,759.5,762.85,756.69,759.51,44540,759.51,1.0
19970114,759.51,772.04,759.51,768.86,53160,768.86,1.0
19970115,768.86,770.95,763.72,767.2,52499,767.2,1.0
19970116,767.2,772.05,765.25,769.75,53729,769.75,1.0
19970117,769.75,776.37,769.72,776.17,53464,776.17,1.0
19970120,776.17,780.08,774.19,776.7,44047,776.7,1.0
19970121,776.7,783.72,772.0,782.72,57128,782.72,1.0
19970122,782.72,786.23,779.56,786.23,58923,786.23,1.0
19970123,786.23,794.67,776.64,777.56,68507,777.56,1.0
19970124,777.56,778.21,768.17,770.52,54292,770.52,1.0
19970127,770.52,771.43,764.18,765.02,44576,765.02,1.0
19970128,765.02,776.32,761.75,765.02,54158,765.02,1.0
19970129,765.02,772.7,765.02,772.5,49839,772.5,1.0
19970130,772.5,784.17,772.5,784.17,52416,784.17,1.0
19970131,784.17,791.86,784.17,786.16,57855,786.16,1.0
19970203,786.16,787.14,783.12,786.73,46360,786.73,1.0
19970204,786.73,789.28,783.68,789.26,50653,789.26,1.0
19970205,789.26,792.71,773.43,778.28,58052,778.28,1.0
19970206,778.28,780.35,774.45,780.15,51966,780.15,1.0
19970207,780.15,789.72,778.19,789.56,54091,789.56,1.0
19970210,789.56,793.46,784.69,785.43,47159,785.43,1.0
19970211,785.43,789.6,780.95,789.59,48309,789.59,1.0
19970212,789.59,802.77,789.59,802.77,56389,802.77,1.0
19970213,802.77,812.93,802.77,811.82,59371,811.82,1.0
19970214,811.82,812.2,808.15,808.48,49154,808.48,1.0
19970218,808.48,816.29,806.34,816.29,47411,816.29,1.0
19970219,816.29,817.68,811.2,812.49,51935,812.49,1.0
19970220,812.49,812.49,800.35,802.8,49222,802.8,1.0
19970221,802.8,804.94,799.99,801.77,47845,801.77,1.0
19970224,801.77,810.64,798.42,810.28,46245,810.28,1.0
19970225,810.28,812.85,807.65,812.03,52745,812.03,1.0
19970226,812.1,812.7,798.13,805.68,57392,805.68,1.0
19970227,805.68,805.68,795.06,795.07,46466,795.07,1.0
19970228,795.07,795.7,788.5,790.82,50828,790.82,1.0
19970303,790.82,795.31,785.66,795.31,43722,795.31,1.0
19970304,795.31,798.93,789.98,790.95,53789,790.95,1.0
19970305,790.95,801.99,790.95,801.99,53250,801.99,1.0
19970306,801.99,804.11,797.5,798.56,54031,798.56,1.0
19970307,798.56,808.19,798.56,804.97,50827,804.97,1.0
19970310,804.97,813.66,803.66,813.65,46878,813.65,1.0
19970311,813.65,814.9,810.77,811.34,49325,811.34,1.0
19970312,811.34,811.34,801.07,804.26,49020,804.26,1.0
19970313,804.26,804.26,789.44,789.56,50756,789.56,1.0
19970314,789.56,796.88,789.56,793.17,49154,793.17,1.0
19970317,793.17,796.28,782.98,795.71,49526,795.71,1.0
19970318,795.71,797.18,785.47,789.66,46733,789.66,1.0
19970319,789.66,791.59,780.03,785.77,53558,785.77,1.0
19970320,785.77,786.29,778.04,782.65,49748,782.65,1.0
19970321,782.65,786.44,782.65,784.1,63876,784.1,1.0
19970324,784.1,791.01,780.79,790.89,45197,790.89,1.0
19970325,790.89,798.11,788.39,789.07,48752,789.07,1.0
19970326,789.07,794.89,786.77,790.5,50667,790.5,1.0
19970327,790.5,792.58,767.32,773.88,47679,773.88,1.0
19970331,773.88,773.88,756.13,757.12,55588,757.12,1.0
19970401,757.12,761.49,751.26,759.64,51577,759.64,1.0
19970402,759.64,759.65,747.59,750.11,47821,750.11,1.0
19970403,750.11,751.04,744.4,750.32,49801,750.32,1.0
19970404,750.32,757.9,744.04,757.9,54458,757.9,1.0
19970407,757.9,764.82,757.9,762.13,45379,762.13,1.0
19970408,762.13,766.25,758.36,766.12,45079,766.12,1.0
19970409,766.12,769.53,759.15,760.6,45150,760.6,1.0
19970410,760.6,763.73,757.65,758.34,42179,758.34,1.0
19970411,758.34,758.34,737.64,737.65,44438,737.65,1.0
19970414,737.65,743.73,733.54,743.73,40680,743.73,1.0
19970415,743.73,754.72,743.73,754.72,50737,754.72,1.0
19970416,754.72,763.53,751.99,763.53,49882,763.53,1.0
19970417,763.53,768.55,760.49,761.77,50376,761.77,1.0
19970418,761.77,767.93,761.77,766.34,46894,766.34,1.0
19970421,766.34,767.39,756.38,760.37,39730,760.37,1.0
19970422,760.37,774.64,759.9,774.61,50750,774.61,1.0
19970423,774.61,778.19,771.9,773.64,48935,773.64,1.0
19970424,773.64,779.89,769.72,771.18,49364,771.18,1.0
19970425,771.18,771.18,764.63,765.37,41435,765.37,1.0
19970428,765.37,773.89,763.3,772.96,40447,772.96,1.0
19970429,772.96,794.44,772.96,794.05,54769,794.05,1.0
19970430,794.05,804.13,791.21,801.34,55607,801.34,1.0
19970501,801.34,802.95,793.21,798.53,46038,798.53,1.0
19970502,798.53,812.99,798.53,812.97,49977,812.97,1.0
19970505,812.97,830.29,811.8,830.29,54941,830.29,1.0
19970506,830.24,832.29,824.7,827.76,60368,827.76,1.0
19970507,827.76,827.76,814.7,815.62,50058,815.62,1.0
19970508,815.62,829.09,811.84,820.26,53412,820.26,1.0
19970509,820.26,827.69,815.78,824.78,45569,824.78,1.0
19970512,824.78,838.56,824.78,837.66,45937,837.66,1.0
19970513,837.66,838.49,829.12,833.13,48976,833.13,1.0
19970514,833.13,841.29,833.13,836.04,50496,836.04,1.0
19970515,836.04,842.45,833.34,841.88,45817,841.88,1.0
19970516,841.88,841.88,829.15,829.75,48678,829.75,1.0
19970519,829.75,835.92,828.87,833.27,34514,833.27,1.0
19970520,833.27,841.96,826.41,841.66,45085,841.66,1.0
19970521,841.66,846.87,835.22,839.35,54073,839.35,1.0
19970522,839.35,841.91,833.86,835.66,42694,835.66,1.0
19970523,835.66,848.49,835.66,847.03,41703,847.03,1.0
19970527,847.03,851.53,840.96,849.71,43615,849.71,1.0
19970528,849.71,850.95,843.21,847.21,48734,847.21,1.0
19970529,847.21,848.96,842.61,844.08,46260,844.08,1.0
19970530,844.08,851.87,831.87,848.28,53720,848.28,1.0
19970602,848.28,851.34,844.61,846.36,43595,846.36,1.0
19970603,846.36,850.56,841.51,845.48,52712,845.48,1.0
19970604,845.48,845.55,838.82,840.11,46669,840.11,1.0
19970605,840.11,848.89,840.11,843.43,45261,843.43,1.0
19970606,843.43,859.24,843.36,858.01,48894,858.01,1.0
19970609,858.01,865.14,858.01,862.91,46581,862.91,1.0
19970610,862.91,870.05,862.18,865.27,52698,865.27,1.0
19970611,865.27,870.66,865.15,869.57,51374,869.57,1.0
19970612,869.57,884.34,869.01,883.46,59273,883.46,1.0
19970613,883.48,894.69,883.48,893.27,57581,893.27,1.0
19970616,893.27,895.17,891.21,893.9,41428,893.9,1.0
19970617,893.9,897.6,886.19,894.42,54301,894.42,1.0
19970618,894.42,894.42,887.03,889.06,49174,889.06,1.0
19970619,889.06,900.09,888.99,897.99,53694,897.99,1.0
19970620,897.99,901.77,897.77,898.7,65311,898.7,1.0
19970623,898.7,898.7,878.43,878.62,49294,878.62,1.0
19970624,878.62,896.75,878.62,896.34,54265,896.34,1.0
19970625,896.34,902.09,882.24,888.99,60304,888.99,1.0
19970626,888.99,893.21,879.32,883.68,49978,883.68,1.0
19970627,883.68,894.7,883.68,887.3,47254,887.3,1.0
19970630,887.3,892.62,879.82,885.14,56154,885.14,1.0
19970701,885.14,893.88,884.54,891.03,54419,891.03,1.0
19970702,891.03,904.05,891.03,904.03,52697,904.03,1.0
19970703,904.03,917.82,904.03,916.92,37468,916.92,1.0
19970707,916.92,923.26,909.69,912.2,51878,912.2,1.0
19970708,912.2,918.76,911.56,918.75,52601,918.75,1.0
19970709,918.75,922.03,902.48,907.54,58911,907.54,1.0
19970710,907.54,916.54,904.31,913.78,55134,913.78,1.0
19970711,913.78,919.74,913.11,916.68,50005,916.68,1.0
19970714,916.68,921.78,912.02,918.38,48596,918.38,1.0
19970715,918.38,926.15,914.52,925.76,59837,925.76,1.0
19970716,925.76,939.32,925.76,936.59,64739,936.59,1.0
19970717,936.59,936.96,927.9,931.61,62925,931.61,1.0
19970718,931.61,931.61,912.9,915.3,58971,915.3,1.0
19970721,915.3,915.38,907.12,912.94,45950,912.94,1.0
19970722,912.94,934.38,912.94,933.98,57959,933.98,1.0
19970723,933.98,941.8,933.98,936.56,61693,936.56,1.0
19970724,936.56,941.51,926.91,940.3,57102,940.3,1.0
19970725,940.3,945.65,936.09,938.79,52151,938.79,1.0
19970728,938.79,942.97,935.19,936.45,46692,936.45,1.0
19970729,936.45,942.96,932.56,942.29,54454,942.29,1.0
19970730,942.29,953.98,941.98,952.29,56847,952.29,1.0
19970731,952.29,957.73,948.89,954.31,54783,954.31,1.0
19970801,954.29,955.35,939.04,947.14,51375,947.14,1.0
19970804,947.14,953.18,943.6,950.3,45600,950.3,1.0
19970805,950.3,954.21,948.92,952.37,52571,952.37,1.0
19970806,952.37,962.43,949.45,960.32,56520,960.32,1.0
19970807,960.32,964.17,950.87,951.19,57603,951.19,1.0
19970808,951.19,951.19,925.74,933.54,56342,933.54,1.0
19970811,933.54,938.5,925.39,937.0,48034,937.0,1.0
19970812,937.0,942.99,925.66,926.53,49931,926.53,1.0
19970813,926.53,935.77,916.54,922.02,58721,922.02,1.0
19970814,922.02,930.07,916.92,924.77,53046,924.77,1.0
19970815,924.77,924.77,900.81,900.81,53782,900.81,1.0
19970818,900.81,912.57,893.34,912.49,51433,912.49,1.0
19970819,912.49,926.01,912.49,926.01,54563,926.01,1.0
19970820,926.01,939.35,924.58,939.35,52127,939.35,1.0
19970821,939.35,939.47,921.35,925.05,49900,925.05,1.0
19970822,925.05,925.05,905.42,923.54,46016,923.54,1.0
19970825,923.55,930.93,917.29,920.16,38899,920.16,1.0
19970826,920.16,922.47,911.72,913.02,44911,913.02,1.0
19970827,913.02,916.23,903.83,913.7,49215,913.7,1.0
19970828,913.7,915.9,898.65,903.67,48630,903.67,1.0
19970829,903.67,907.28,896.82,899.47,41391,899.47,1.0
19970902,899.47,927.58,899.47,927.58,49187,927.58,1.0
19970903,927.58,935.9,926.87,927.86,54906,927.86,1.0
19970904,927.86,933.36,925.59,930.87,55931,930.87,1.0
19970905,930.87,940.37,924.05,929.05,53640,929.05,1.0
19970908,929.05,936.5,929.05,931.2,46643,931.2,1.0
19970909,931.2,938.9,927.28,933.62,50220,933.62,1.0
19970910,933.62,933.62,918.76,919.03,51762,919.03,1.0
19970911,919.03,919.03,902.56,912.59,57502,912.59,1.0
19970912,912.59,925.05,906.7,923.91,54415,923.91,1.0
19970915,923.91,928.9,919.41,919.77,46803,919.77,1.0
19970916,919.77,947.66,919.77,945.64,63638,945.64,1.0
19970917,945.64,950.29,941.99,943.0,59055,943.0,1.0
19970918,943.0,958.19,943.0,947.29,56683,947.29,1.0
19970919,947.29,952.35,943.9,950.51,63104,950.51,1.0
19970922,950.51,960.59,950.51,955.43,49090,955.43,1.0
19970923,955.43,955.78,948.07,951.93,52293,951.93,1.0
19970924,951.93,959.78,944.07,944.48,63946,944.48,1.0
19970925,944.48,947.0,937.38,937.91,52488,937.91,1.0
19970926,937.91,946.44,937.91,945.22,50534,945.22,1.0
19970929,945.22,953.96,941.94,953.34,47710,953.34,1.0
19970930,953.34,955.17,947.28,947.28,58750,947.28,1.0
19971001,947.28,956.71,947.28,955.41,59866,955.41,1.0
19971002,955.41,960.46,952.94,960.46,47476,960.46,1.0
19971003,960.46,975.47,955.13,965.03,62337,965.03,1.0
19971006,965.03,974.16,965.03,972.69,49562,972.69,1.0
19971007,972.69,983.12,971.95,983.12,55197,983.12,1.0
19971008,983.12,983.12,968.65,973.84,57311,973.84,1.0
19971009,973.84,974.72,963.34,970.62,55184,970.62,1.0
19971010,970.62,970.62,963.42,966.98,50068,966.98,1.0
19971013,966.98,973.46,966.95,968.1,35480,968.1,1.0
19971014,968.1,972.86,961.87,970.28,51033,970.28,1.0
19971015,970.28,970.28,962.75,965.72,50531,965.72,1.0
19971016,965.72,973.38,950.77,955.25,59701,955.25,1.0
19971017,955.23,955.23,931.58,944.16,62498,944.16,1.0
19971020,944.16,955.72,941.43,955.61,48388,955.61,1.0
19971021,955.61,972.56,955.61,972.28,58231,972.28,1.0
19971022,972.28,972.61,965.66,968.49,61349,968.49,1.0
19971023,968.49,968.49,944.16,950.69,67327,950.69,1.0
19971024,950.69,960.04,937.55,941.64,67763,941.64,1.0
19971027,941.64,941.64,876.73,876.99,69373,876.99,1.0
19971028,876.99,923.09,855.27,921.85,120255,921.85,1.0
19971029,921.85,935.24,913.88,919.16,77766,919.16,1.0
19971030,919.16,923.28,903.68,903.68,71223,903.68,1.0
19971031,903.68,919.93,903.68,914.62,63807,914.62,1.0
19971103,914.62,939.02,914.62,938.99,56474,938.99,1.0
19971104,938.99,941.4,932.66,940.76,54159,940.76,1.0
19971105,940.76,949.62,938.16,942.76,56568,942.76,1.0
19971106,942.76,942.85,934.16,938.03,52289,938.03,1.0
19971107,938.03,938.03,915.39,927.51,56998,927.51,1.0
19971110,927.51,935.9,920.26,921.13,46414,921.13,1.0
19971111,921.13,928.29,919.63,923.78,43566,923.78,1.0
19971112,923.78,923.88,905.34,905.96,58534,905.96,1.0
19971113,905.96,917.79,900.61,916.66,65396,916.66,1.0
19971114,916.66,930.44,915.34,928.35,63576,928.35,1.0
19971117,928.35,949.66,928.35,946.2,57654,946.2,1.0
19971118,946.2,947.65,937.43,938.23,52138,938.23,1.0
19971119,938.23,947.28,934.83,944.59,54272,944.59,1.0
19971120,944.59,961.83,944.59,958.98,60261,958.98,1.0
19971121,958.98,964.55,954.6,963.09,61100,963.09,1.0
19971124,963.09,963.09,945.22,946.67,51492,946.67,1.0
19971125,946.67,954.47,944.71,950.82,58789,950.82,1.0
19971126,950.82,956.47,950.82,951.64,48775,951.64,1.0
19971128,951.64,959.13,951.64,955.4,18907,955.4,1.0
19971201,955.4,974.77,955.4,974.77,59030,974.77,1.0
19971202,974.78,976.2,969.83,971.68,57612,971.68,1.0
19971203,971.68,980.81,966.16,976.77,62461,976.77,1.0
19971204,976.77,983.36,971.37,973.1,63347,973.1,1.0
19971205,973.1,986.25,969.1,983.79,56359,983.79,1.0
19971208,983.79,985.67,979.57,982.37,49032,982.37,1.0
19971209,982.37,982.37,973.81,975.78,53913,975.78,1.0
19971210,975.78,975.78,962.68,969.79,60229,969.79,1.0
19971211,969.79,969.79,951.89,954.94,63177,954.94,1.0
19971212,954.94,961.32,947.0,953.39,57928,953.39,1.0
19971215,953.39,965.96,953.39,963.39,59715,963.39,1.0
19971216,963.39,973.0,963.39,968.04,62332,968.04,1.0
19971217,968.04,974.3,964.25,965.54,61890,965.54,1.0
19971218,965.54,965.54,950.55,955.3,61887,955.3,1.0
19971219,955.3,955.3,924.92,946.78,79320,946.78,1.0
19971222,946.78,956.73,946.25,953.7,53067,953.7,1.0
19971223,953.7,954.51,938.91,939.13,51507,939.13,1.0
19971224,939.13,942.88,932.7,932.7,26598,932.7,1.0
19971226,932.7,939.99,932.7,936.46,15490,936.46,1.0
19971229,936.46,953.95,936.46,953.35,44316,953.35,1.0
19971230,953.35,970.84,953.35,970.84,49950,970.84,1.0
19971231,970.84,975.02,967.41,970.43,46728,970.43,1.0
19980102,970.43,975.04,965.73,975.04,36673,975.04,1.0
19980105,975.04,982.63,969.0,977.07,62807,977.07,1.0
19980106,977.07,977.07,962.68,966.58,61836,966.58,1.0
19980107,966.58,966.58,952.67,964.0,66739,964.0,1.0
19980108,964.0,964.0,955.04,956.05,65214,956.05,1.0
19980109,956.05,956.05,921.72,927.69,74642,927.69,1.0
19980112,927.69,939.25,912.83,939.21,70545,939.21,1.0
19980113,939.21,952.14,939.21,952.12,64674,952.12,1.0
19980114,952.12,958.12,948.0,957.94,60328,957.94,1.0
19980115,957.94,957.94,950.27,950.73,56905,950.73,1.0
19980116,950.73,965.12,950.73,961.51,67008,961.51,1.0
19980120,961.51,978.6,961.48,978.6,64479,978.6,1.0
19980121,978.6,978.6,963.29,970.81,62616,970.81,1.0
19980122,970.81,970.81,959.49,963.04,64657,963.04,1.0
19980123,963.04,966.44,950.86,957.59,63577,957.59,1.0
19980126,957.59,963.04,954.24,956.95,55508,956.95,1.0
19980127,956.95,973.23,956.26,969.02,67914,969.02,1.0
19980128,969.02,978.63,969.02,977.46,70847,977.46,1.0
19980129,977.46,992.65,975.21,985.49,75076,985.49,1.0
19980130,985.49,987.41,979.63,980.28,61338,980.28,1.0
19980202,980.28,1002.48,980.28,1001.27,72432,1001.27,1.0
19980203,1001.27,1006.13,996.9,1006.0,69212,1006.0,1.0
19980204,1006.0,1009.52,999.43,1006.9,69542,1006.9,1.0
19980205,1006.9,1013.51,1000.27,1003.54,70398,1003.54,1.0
19980206,1003.54,1013.07,1003.36,1012.46,56965,1012.46,1.0
19980209,1012.46,1015.33,1006.28,1010.74,52481,1010.74,1.0
19980210,1010.74,1022.15,1010.71,1019.01,64280,1019.01,1.0
